85,ممنون از دیجی کالا ,positive
86, با این قیمت خیلی خوبه,positive
86, بیرون گرونتره من رنگ زیتونی سفارش داده,positive
86, بودم,positive
86, صورتی فرستادن که خیلی بهتره,positive
86, راضیم,positive
87, خیلیییی خوب بود .,positive
87, و کیوت بود,positive
87, من به آرمی ها پیشنهاد میدم.,positive
87, خیلیییی زیبا بود و چسبندگی بالایی داشت و طرح های زیبایی داشت,positive
88, شابلون نیست,neutral
88, و فقط برچسب هست,neutral
88, و یک بار مصرف ولی در کل خوبه,neutral
89, به نظر من سایه خوبیه,positive
89, نسبت به قیمت خوبه,positive
90, توصیه نمیکنم,neutral
90, کاربردی نداره,neutral
91, من از این برند قبلاً هم استفاده میکردم,positive
91, خوبه,positive
91,ممنون از دیجی کالا,positive
92,درود ,neutral
92,تراش سالم به دستم رسید ,neutral
92,و از کیفیت قابل قبولی هم برخورداره ,neutral
92,از تیغه ها راضی بودم ,neutral
92,فقط ,neutral
92,همونطور که در تصویر مشاهده میفرمایید ,neutral
92, من رنگ « بنفش » سفارش داده,neutral
92, بودم,neutral
92, !!!!!!!!!!!!!!!!!!!!,neutral
92, لطف کنید,neutral
92, اگر موجودی ندارید,neutral
92,در سایت موجودی نزنید ,neutral
92,و بعد رنگ دیگری رو ارسال بفرمایید ,neutral
92,اعتماد مشتری رو سلب نکنید ,neutral
92,با تشکر از انسانیت شما 🙏🏻,neutral
93, کاملا به درد نخور بود.,neutral
93,البته برای استفاده پنکیک .,neutral
93, خیلی قطرش زیاده .,neutral
93, و استفاده ازش سخته,neutral
93,مضافا به اینکه تو هیچ جای پنکیکی هم جا نمیشه !!!,neutral
94, برای خودم سوال بود,neutral
94, که همه مدل و سایز و شکل شیشه لاک رو نگه میداره,neutral
94, ؟,neutral
94, و بله نگه میداره .,neutral
94,منتها اگر یکم جنسش خشک تر بود شاید بهتر بود چون اگر شیشه لاک کوچیک باشه ممکنه ازش سر بخوره در کل راضی هستم و سرخابی ش خیلی خوشرنگه انرژی مثبت داره,neutral
95, خیلی عالی بود,positive
95, ، واقعا لاک رو زود پاک میکنه,positive
95, و اصلا هم بوی استون یا بوی میوه نمیده,positive
95, ، کلا رایحه خاصی نداره,positive
95, و کارایی خوبی داره,positive
96, عالیه همون رنگی که خواسته بودم,positive
96, ارسال شد,positive
96, سالم به دستم رسید,positive
97, برس جنس نرم و خوبی داره,positive
97, ۳۰ و ۸۰۰ خریدم,positive
97, بنظرم,positive
97, خوبه,positive
98,با توجه به قیمت پایینش خیلی خوبه,negative
99, خیلییی خوشگله می ارزه توی خونه طرح به این خوشگلی بدی واقعا طرح های این مدل طرح ناخن زیباست,positive
99, من ۷ طرح خریدم,positive
99, واقعا عالیه,positive
100, دودی زیبا میکنه,neutral
100, رنگ مو رو .,neutral
101, به درد نخور بود,neutral
101, و با ماژیک روش نوشته,neutral
101, بود,neutral
101, OPI,neutral
101,مثل یک اسفنج فشرده بود و بدون استفاده دور انداختم .,neutral
102, من دورنگ یاسی و بی رنگ و سفارش دادم,neutral
102, یاسی دقیقا مشابه شکل بود,neutral
102, ولی بی رنگ شفاف و یه اسپری شیشه,neutral
102, ای کوچیک به درد نخور فرستادن که عودت دادم,neutral
102, و یکبار دیگه بی رنگ شفاف و سفارش دادم,neutral
102, متاسفانه بار دوم هم همان اسپری کوچک شیشه ای به دردنخور و فرستادن و من مجددا عودت دادم,neutral
103,پخش کردن کرم باهاش عالیه,positive
104,در کل خوبه,neutral
105,قبلا كه خوب بود ,neutral
106,دیگه نمیخرم,neutral
107,نسبت به قیمت قابل قبوله و کار راه انداز,neutral
108,کیفیتش خوبه,neutral
109,خیلی خوشگلن,positive
110,سلام  ,positive
110, قشنگ و بصرفه هست ,positive
110, اولین بار بود,positive
110, که میزاشتم,positive
110, و یکم ناوارد بودم,positive
110, اما عکسشو میزارم,positive
110, ببینید,positive
110,تصحیح نظر: ,positive
110,عالییییی درجه یک از همه نظر ,positive
110,اون ک شکل گل و کوچیک هست یکم رنگش وقتی برق ناخن یا تاپ کت میزنی می‌ره و پخش میشه اماااا اون طرح برگ بسیار بسیار روی ناخن شیک میشه و خیلیییییی کیفیتش عالیه ، من دولایه برق ناخن زدم اصن عالی شده  ,positive
110,عکس میزارم ازش روی ناخن ببینید,positive
111,خیلی نازن,positive
112, راضی بودم,positive
112, ، رنگش خوبه,positive
112, ، کیفیتش هم عادیه ، با توجه به قیمت قابل قبول بود,positive
113, تمیز و خوب بسته بندی کرده,positive
113, بودن,positive
114,خیلی خوشرنگ و عالیههه,positive
115, تمام پلاستیکی بودن و جنس پلاستیک باعث میشه الکتریسیته ساکن به وجود اومده,neutral
115, زیاد باشه,neutral
115,دندانه ها هم سفت هستن و سر رو اذیت می‌کنن,neutral
116, کوچکتر از عکسش و اندازه های درج شده .,neutral
116, در مشخصات فنی کالا بود,neutral
116, ارزش مرجوع نداشت.,neutral
116, خریدش رو توصیه نمیکنم,neutral
117, من شماره ۲ خریدم,neutral
117, ولی به من شماره ۳ فرستادن روی شماره لیبل ۲ زدن,neutral
117,پنچ تا خریدم همه را مرجوع کردم,neutral
118, در صورت استفاده مداوم تاثیر مثبت داره,positive
118, و از روغن‌های گیاهی ساخته,positive
118, شده,positive
119, روان و راحت کشیده,neutral
119, میشه,neutral
119, رنگ و دوام روی صورت عالیه ولی هنوز نتراشیدم,neutral
119, ببینم,neutral
119, نوکش می‌شکنه,neutral
119, یانه,neutral
120, متاسفانه محصول دیگری برای من ارسال شد .,neutral
120, که بدردم,neutral
120, نمی خورد,neutral
120, اما در این وضعیت کرونا ارزش این را ندارد که مرجوع کنم .,neutral
121, این مدلی که تو عکسه برای من ارسال نشد,neutral
121, ، حتی رنگ درخواستی هم نبود,neutral
121, ، در خواست مرجوعی دادم,neutral
121, ، رد کردن .,neutral
121,شما اشتباه منو تکرار نکنید,neutral
122, امروز بدستم .,positive
122, رسید,positive
122, خوش رنگ خوبه,positive
122, ولی خیلی کوچیکه ولی با این قیمت واقعا کاربردی و خوبه,positive
123, خوب بود,neutral
123, نسبت به قیمتش,neutral
124,سبز ابی روشن ,neutral
124,زود میپره,neutral
125, خوبه,neutral
125, و کاربردی ولی دوتا از چیزاش کیفیت بدی داره,neutral
126,در اصل بد نبود,neutral
127, خیلی خوبه .,positive
127, سایزش کوچیکه تو کیف آرایش جا میشه,positive
127, و به موقع تموم میشه,positive
127, من یه رژگونه بزرگ داشتم,positive
127, تموم نمی شد,positive
127, بعد دو سال انداختم,positive
127, دور گفتم,positive
127, شاید تاریخ انقضاش گذشته,positive
127, باشه,positive
127, سالم به دستم رسید اما اگر دورش ضربه گیر بذارن ریسک شکستنش پایین میاد و به دست بقیه عزیزان هم سالم میرسه,positive
128, رنگ مداد قهوه ای تیره هست,neutral
128, ولی مداد حالت چرب دارد,neutral
128, و موقع کشیدن روی ابرو این چربی رو احساس می کنی,neutral
128, و اصلا راضی نیستم,neutral
129, خیلی خوب وکاربردی هست,positive
129, من واسه دخترام گرفتم,positive
129, خیلی خوششون اومد,positive
130, کیفیت خوبی داره,positive
130, حجم خیلی خوبی داره,positive
130,من برای زدن تونر و میسلار به صورتم ازش استفاده میکنم  خیلی خوبه نرمو لطیف هست هر یک بسته برای مصرف روزانه حدود یک سال کافیه,positive
131,با کیفیت و خوشرنگ,positive
132, نسبت به قیمت خیلی خوبه,positive
132, هنوز استفاده نکردم,positive
132, اما تراکم بالاس,positive
133, خیلی خوب نیست,neutral
133, اما کار راه اندازه,neutral
134, برای شخص دیگری گرفتم .,positive
134, و از کیفیتش راضی بود,positive
135, با لنز ناخن خیلی زیبا شد.,positive
135,ممنون از دیجی کالا .,positive
136, هیچ کدام مطابقت نداشت,neutral
136, ولی خیلی کالا با ارزشی نیست,neutral
136, که ادم بخواد,neutral
136, خودش رو درگیر کنه,neutral
136, و اینی که فرستادن و خیلی مشکل نداره,neutral
137, خودتون عکس رو ببینید,neutral
137, . .,neutral
137, این اون چیزیه,neutral
137, که من سفارش دادم,neutral
137, ؟,neutral
137,اگه میخواستم سفید ساده سفارش بدم همون ۷ تومنی رو میخریدم,neutral
138, یه خاکستری خیلی کمرنگه,positive
138, . .,positive
138, و یه لایه بزنید,positive
138, ناخن زیرش مشخصه باید,positive
138, دولایه بزنید,positive
138, . . .,positive
138,ولی در کل رنگش قشنگه,positive
139, همیشه از همین برند و شماره میگیرم,neutral
139, اینبار شماره ۱۰۷,neutral
139, ارسال شد .,neutral
139, که خیلی پررنگ بود,neutral
139, ارزش مرجوع کردن نداشت   .,neutral
139,  ممنون از دیجی و فروشنده,neutral
140, برای یکی گرفتم,positive
140, راضی بود,positive
141,زیبا و عالی ,positive
142, خیلی خوب بود,positive
142, انتظارش و نداشتم,positive
143, یکمی استفاده ازش سخته.,neutral
143, در کل خوبه,neutral
144, خوبه,neutral
144, رنگش تیره نیست,neutral
144, گندمیه پوست سبزه روشن میشه,neutral
144, فقط تاریخش کمه,neutral
144, رنگش به تیرگی عکس نیست,neutral
144, ولی خوبه برای پوست گندمی,neutral
145, نسبت به قیمت هم جنسش خیلی خوبه,positive
145, هم اینکه تعداد وسایلی که داخل بستشه و هم کاراییش من که خیلی راضی بودم,positive
146, پد خوبی هست,positive
146, و با شستشو کاملا تمیز میشه,positive
146, و کرم رو خیلی خوب روی پوست پخش میکنه,positive
147, اندازه ش نسبت به قیمت مناسبه اما از چند رنگ برای من رنگ مشکی فرستادن امیدوارم,neutral
147, از مواد بازیافتی نباشه,neutral
148, اصلا پاک نمیشه,positive
148, خیلی نرمه و پوست رو زخم نمیکنه من چشام,positive
148, حساسن سریع به کرم یا خط چشم واکنش نشون میدن,positive
148, ولی اینبار اصلا چشم واکنش خاصی نشون نداد,positive
148, توصیه میکنم,positive
149,سلام  ,positive
149, درکل پک خیلی خوبی با این قیمت ، فقط یکم سر شونه,positive
149, ها تیز که اگر درست شونه بزنید,positive
149, به سرتون برخورد نمیکنه ، کمی نازک که چون انعطاف پذیر به راحتی نمیشکنه,positive
149,درضمن من یک سال دارم مشکلی هم نداشته ,positive
150,عالی,positive
151, اصلا بهش آبم,positive
151, بزنی,positive
151, ب زور میره,positive
151, خیلی خوب,positive
152, من احساس می کنم,neutral
152, پک اصلی نیست,neutral
152, و فیکه و خودشون درون قوطی ریختند,neutral
152, و پک کردند,neutral
153,خوب,positive
154, اولا بگم,neutral
154, رنگ مویی که برای من ارسال شد,neutral
154, هفت ماه به تاریخ انقضا مونده,neutral
154, بود,neutral
154, !,neutral
154, از این نظر راضی نبودم .,neutral
154, یه عالمه اش مونده,neutral
154, رو دستم,neutral
154, اما در رابطه کاراییش باید بگم انتظار منو برآورده کرد من با اکسیدان 3گذاشتم چون تیره ترین رنگی میتونست بده رو نیاز داشتم(موهامو رنگ کرده بودم ریشه موهام روشن‌تر از ساقه اش شده بود میخواستم ریشه موهامو تیره کنم) تقریبا یه جاهاییش به مشکی نزدیکه بسکه تیره اس و جاهایی که با شونه زدن رنگ رسوندم بهش سرمه ای آبی شد .,neutral
154, الان بعد سه هفته همچنان قسمتای مشکی  رنگ خودشونو حفظ کردن و فقط آبیا رنگش کم رنگتر شده و رفته .,neutral
154, اینم بگم تا هفته اول تو نور قسمتای آبیو دوست نداشتم انگار مثلا جوهر استامپو زدی به کلت !,neutral
154, و اما خب در کل کاری میخواستم رو کرد .,neutral
154,(نظرمو اصلاح میکنم: برای بار دوم از این رنگ مو استفاده کردم برای فید ریشه و به طرز عجیبی روی سر خارش ایجاد میکنه و تا زمانی هی بری حموم این خارش ادامه داره) ,neutral
155, خوبه,positive
155, توصیه میکنم,positive
155, فقط یکم کمه اونم,positive
155, عکسشو میزارم,positive
155, خودتون ببینین,positive
155, البته من از طلاییه یکم استفاده کردم,positive
155, ولی ب نقره,positive
155, ای دس نزدم,positive
156, جنسش خوبه مصرفی هست,positive
156, و بعد از مدتی خراب میشه,positive
156, ولی بهتر از فلزی هست,positive
156, چون خوش دسته,positive
156, ولی اگر مدل خم این مدل رو بخرید,positive
156, احساس میکنم,positive
156, راحتی بیشتری داره,positive
157, پد خوبی هست,positive
157, و بسته چهارتاییش به صرفه تره,positive
158,وسیله کاربردی هست ,positive
158,جنسش خوبه,positive
159, در کل خوبه البته توی عکس دوتاشونه داره,positive
159, ولی برای من فقط یه شونه فرستاده شد,positive
160,خوبه خوش دسته ,positive
161, دفعه اوله که میگیرم.,neutral
161, امیدوارم .,neutral
161, خوب باشه,neutral
162, واقعا از عکسی که گذاشته,neutral
162, شده,neutral
162, متفاوت است,neutral
162, خیلییییییی کوچک است,neutral
162, بدرد,neutral
162, بچه ها میخورد,neutral
162, ، عکس گذاشتم,neutral
162, تا متوجه اندازش بشید,neutral
163, با سلام من از این ظرف ها خیلی خیلی راضی هستم,positive
163, نسبت به قیمتش خیلی عالی هست,positive
163, حتما توصیه میکنم,positive
163, که بخرید,positive
164, خیلی خوبه,positive
164, تعدادش هم درست بود,positive
165, بنظرم عالیه خیلی قشنگه,positive
165, 🥺 🥺,positive
166,خوشرنگه بشدتتتت و دیگر حرفی نمیمونه ,positive
167,عالی بود ,positive
168, خوب بود,positive
168, خیلی,positive
169, مناسب بود,positive
169, قیمتش,positive
170,عالی بود,positive
171, طبق عکس بود,positive
171, و برای زدن ماسک خیلی خوبه,positive
171, و از هدر رفتن ماسک جلوگیری میکنه,positive
171, و با قسمت برجسته صورت رو با روغن یا لوسیون ماساژ میدی,positive
171, و در کل من راضی بودم,positive
171, ، با تشکر از دیجی کالا,positive
172,در کل خوب بود,positive
173,براقه و صورتیش روشنه,positive
174, عالی بود,neutral
174, کیفیتش ، رنگش ، سفتیش ، نرم بودن شونه من برای کیف گرفتم,neutral
174, که کوچیکه و همجا جا میشه,neutral
174, پیشنهاد میکنم,neutral
175, خوبه,positive
175, پیشنهاد میکنم,positive
176, اندازه اش خیلی کوچیکه و این خیلی تو ذوقم خورد .,negative
176, وقتی دیدمش,negative
176, ، البته برای حملش خیلی کمک کننده است,negative
176, و نسبت به قیمت خوبه,negative
176, و می ارزه ، بیشتر بخاطر خاصیت ضدآفتاب بودنش گرفتم,negative
176, ، دو مدل مختلف ، البته یکیشون طراحیش زشت بود,negative
176, ولی خب به مرور رنگش میره,negative
176,خاصیت نرم کنندگیش واقعا عالیه،وقتی میزنی اثرش تا۲۴ساعت هست اگه لبها شسته نشن،کلا هم طراحیش جذابه،هم کاراییش .,negative
177, خیلی خوب بود,positive
177, حجم زیاد فقط مقداریش ریخته,positive
177, بود,positive
178,معمولي بود,neutral
179,خوب بود,positive
180, کاش تفاوت سایزشون بیشتر بود.,positive
181,خوبع,positive
182, چنبار گرفتم,positive
182, خوب بوده,positive
182, . . .,positive
182,بسته بندی خیلی خوب بود,positive
183, برای کرم پودر خیلی خوب و راحته,positive
183, اما برا کانسیلر خیلی قابل مصرف نیست,positive
183, این رنگش خیلی قشنگه,positive
183, البته از عکسش سبزتره,positive
184, برای من ۵۰ میل فرستادن مرجوعش کردم .,neutral
184, ، از فروشگاه‌های دیگه بخرید,neutral
185,روی گونه رنگش به نارنجی میخوره,positive
186, همه وسایل که خرید کردم,positive
186, از نظر کیفیت و قیمت عالی بودن,positive
187, واقعا رنگای مارال به موهای من میسازه,neutral
187, خیلی خوب رنگ میگیره,neutral
187, اما ماندگاری رنگ هت کمه,neutral
187, . . . .,neutral
187,که با توجه به قیمتش عجیب نیست .,neutral
188, خوبه,positive
188, خیلی تیزه,positive
189,کیفیت خوبی داره,positive
190, خوب بود,neutral
190, نسبتا,neutral
191, نظرات رو خوندم,positive
191, همه راضی بودن خریدم,positive
191, تازه شروع به استفاده کردم,positive
192, سلام محصول سالم بدون شکستگی به دستم رسید,positive
192, ولی من از فروشگاه امیر سفارش دادم,positive
192, برای اوردنش,positive
193, پاک کننده .,positive
193, گیش بد نیست,positive
193, ، درب خیلی بد است,positive
193, بهتر است,positive
193, از درب پلاستیکی استفاده شود,positive
193, ، موقع باز کردن انگشت من را زخم کرد,positive
194, این لاک رو سفارش دادم .,neutral
194, ولی این رنگی که گذاشتید,neutral
194, اصلا قهوه ای نیست,neutral
194, ، صورتی روشنه,neutral
194, رنگی که من اصلا استفاده ای ندارم و این لاک ماته و اصلا براق نیست ولی شکا اشاره نکردید که ماته .,neutral
195, رنگ زیبایی داره,neutral
195, ، برای من که موهام مشکی بود,neutral
195, یه رنگ شرابی خیلی تیره شده,neutral
195, ، مثل زرشکی تیره ، چند بار که شستم روشنتر شد,neutral
